userId,startDate,endDate,projectId,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10,total
JMAN858,06-11-2023,12-11-2023,PROJ83640,7,4,6,5,10,6,6,8,3,6,61
JMAN858,06-11-2023,12-11-2023,PROJ83640,4,10,6,2,5,1,4,10,6,6,54
JMAN858,06-11-2023,12-11-2023,PROJ83640,3,1,2,4,3,9,8,10,5,8,53
JMAN858,13-11-2023,19-11-2023,PROJ83640,5,7,7,4,3,7,2,5,3,5,48
JMAN858,13-11-2023,19-11-2023,PROJ83640,4,9,8,8,8,2,6,3,1,7,56
JMAN858,13-11-2023,19-11-2023,PROJ83640,8,8,5,4,4,8,6,7,2,2,54
JMAN858,20-11-2023,26-11-2023,PROJ83640,1,8,4,4,3,9,4,8,6,5,52
JMAN858,20-11-2023,26-11-2023,PROJ83640,7,3,4,9,2,10,4,10,3,10,62
JMAN858,20-11-2023,26-11-2023,PROJ83640,4,6,3,2,8,4,1,10,5,7,50
JMAN858,20-11-2023,26-11-2023,PROJ83640,1,4,8,4,2,6,9,4,1,6,45
JMAN858,20-11-2023,26-11-2023,PROJ83640,9,5,2,9,4,7,5,2,5,9,57
JMAN122,22-05-2023,28-05-2023,PROJ70577,7,9,3,9,1,3,9,8,10,2,61
JMAN122,22-05-2023,28-05-2023,PROJ70577,6,9,7,1,1,5,2,7,7,1,46
JMAN122,22-05-2023,28-05-2023,PROJ70577,10,2,6,6,3,4,9,8,1,1,50
JMAN122,22-05-2023,28-05-2023,PROJ70577,7,6,7,9,2,3,10,2,6,1,53
JMAN122,29-05-2023,04-06-2023,PROJ70577,1,3,10,5,6,7,10,8,10,4,64
JMAN122,29-05-2023,04-06-2023,PROJ70577,1,3,5,4,6,3,10,6,6,6,50
JMAN122,29-05-2023,04-06-2023,PROJ70577,2,2,3,2,5,2,6,8,10,1,41
JMAN122,29-05-2023,04-06-2023,PROJ70577,9,1,3,10,7,10,2,8,6,2,58
JMAN122,05-06-2023,11-06-2023,PROJ70577,6,4,1,10,3,3,1,5,4,6,43
JMAN122,05-06-2023,11-06-2023,PROJ70577,10,5,5,5,8,1,1,5,9,4,53
JMAN122,12-06-2023,18-06-2023,PROJ70577,6,4,4,10,3,3,8,3,5,10,56
JMAN122,12-06-2023,18-06-2023,PROJ70577,10,2,9,2,4,6,7,4,9,2,55
JMAN122,12-06-2023,18-06-2023,PROJ70577,6,2,3,10,4,3,4,7,9,1,49
JMAN122,19-06-2023,25-06-2023,PROJ70577,4,2,3,6,7,5,1,6,7,7,48
JMAN122,19-06-2023,25-06-2023,PROJ70577,1,9,10,8,7,6,9,10,4,9,73
JMAN122,19-06-2023,25-06-2023,PROJ70577,8,9,5,2,9,4,8,2,5,6,58
JMAN122,19-06-2023,25-06-2023,PROJ70577,5,1,8,2,2,5,3,6,10,9,51
JMAN122,19-06-2023,25-06-2023,PROJ70577,8,3,5,10,2,4,7,3,2,4,48
JMAN122,26-06-2023,02-07-2023,PROJ70577,8,1,9,3,8,8,8,1,10,1,57
JMAN122,26-06-2023,02-07-2023,PROJ70577,9,10,6,4,10,1,10,10,4,4,68
JMAN122,03-07-2023,09-07-2023,PROJ70577,10,5,7,9,6,8,9,3,9,10,76
JMAN122,03-07-2023,09-07-2023,PROJ70577,5,5,4,1,6,10,5,8,3,4,51
JMAN122,03-07-2023,09-07-2023,PROJ70577,2,5,10,3,4,5,3,9,8,1,50
JMAN122,03-07-2023,09-07-2023,PROJ70577,5,6,5,2,5,7,4,10,2,4,50
JMAN122,10-07-2023,16-07-2023,PROJ70577,9,2,8,10,5,6,1,6,9,10,66
JMAN122,10-07-2023,16-07-2023,PROJ70577,6,2,4,2,8,9,8,7,1,10,57
JMAN122,10-07-2023,16-07-2023,PROJ70577,4,5,10,9,7,3,5,9,6,8,66
JMAN122,10-07-2023,16-07-2023,PROJ70577,1,4,2,4,10,10,8,9,4,3,55
JMAN122,17-07-2023,23-07-2023,PROJ70577,3,3,10,8,1,4,8,10,8,3,58
JMAN122,17-07-2023,23-07-2023,PROJ70577,9,10,6,5,9,4,6,9,7,4,69
JMAN122,17-07-2023,23-07-2023,PROJ70577,1,5,5,3,9,2,1,3,6,10,45
JMAN778,19-06-2023,25-06-2023,PROJ60552,8,2,9,6,2,4,5,1,3,10,50
JMAN778,19-06-2023,25-06-2023,PROJ60552,1,3,2,9,10,7,10,8,5,10,65
JMAN778,19-06-2023,25-06-2023,PROJ60552,6,7,2,6,1,4,4,7,9,8,54
JMAN778,26-06-2023,02-07-2023,PROJ60552,9,8,6,5,2,9,8,4,3,3,57
JMAN778,26-06-2023,02-07-2023,PROJ60552,8,1,6,7,2,7,6,6,9,10,62
JMAN778,26-06-2023,02-07-2023,PROJ60552,1,4,9,1,7,6,8,9,10,7,62
JMAN778,26-06-2023,02-07-2023,PROJ60552,3,2,6,8,10,9,6,9,4,2,59
JMAN778,26-06-2023,02-07-2023,PROJ60552,9,10,8,4,3,9,6,9,7,5,70
JMAN778,03-07-2023,09-07-2023,PROJ60552,10,9,7,7,2,1,7,2,8,4,57
JMAN778,03-07-2023,09-07-2023,PROJ60552,10,7,6,4,4,3,10,10,9,5,68
JMAN778,03-07-2023,09-07-2023,PROJ60552,8,10,2,6,3,5,3,6,1,1,45
JMAN778,03-07-2023,09-07-2023,PROJ60552,7,3,5,2,3,2,7,7,5,5,46
JMAN778,10-07-2023,16-07-2023,PROJ60552,6,3,1,2,3,6,2,6,5,1,35
JMAN778,10-07-2023,16-07-2023,PROJ60552,10,5,2,3,2,6,5,2,1,4,40
JMAN778,10-07-2023,16-07-2023,PROJ60552,1,6,7,7,1,2,2,7,5,5,43
JMAN778,10-07-2023,16-07-2023,PROJ60552,5,4,4,1,7,2,5,5,3,3,39
JMAN778,10-07-2023,16-07-2023,PROJ60552,4,3,8,2,7,4,6,4,6,8,52
JMAN778,17-07-2023,23-07-2023,PROJ60552,6,2,2,7,5,5,9,6,9,9,60
JMAN778,17-07-2023,23-07-2023,PROJ60552,6,9,7,10,5,5,4,3,10,2,61
JMAN778,17-07-2023,23-07-2023,PROJ60552,4,6,5,10,10,4,6,4,1,4,54
JMAN778,17-07-2023,23-07-2023,PROJ60552,1,6,3,6,2,5,8,6,1,6,44
JMAN778,24-07-2023,30-07-2023,PROJ60552,8,7,7,5,1,10,10,4,9,1,62
JMAN778,24-07-2023,30-07-2023,PROJ60552,1,9,5,4,9,2,6,5,2,7,50
JMAN778,24-07-2023,30-07-2023,PROJ60552,5,1,6,7,5,6,1,3,5,4,43
JMAN778,24-07-2023,30-07-2023,PROJ60552,8,6,4,5,8,8,10,6,1,8,64
JMAN778,24-07-2023,30-07-2023,PROJ60552,1,7,4,3,3,3,3,2,5,6,37
JMAN778,31-07-2023,06-08-2023,PROJ60552,4,10,2,2,7,3,2,8,3,7,48
JMAN778,31-07-2023,06-08-2023,PROJ60552,8,1,3,1,4,1,10,10,3,10,51
JMAN778,31-07-2023,06-08-2023,PROJ60552,3,2,1,10,6,3,7,4,9,9,54
JMAN778,07-08-2023,13-08-2023,PROJ60552,9,2,4,9,8,8,3,2,6,5,56
JMAN778,07-08-2023,13-08-2023,PROJ60552,10,1,1,10,3,8,7,4,3,9,56
JMAN778,14-08-2023,20-08-2023,PROJ60552,5,5,4,10,4,10,8,4,1,7,58
JMAN778,14-08-2023,20-08-2023,PROJ60552,3,7,10,6,4,2,5,5,6,3,51
JMAN778,14-08-2023,20-08-2023,PROJ60552,2,2,10,2,1,10,3,5,7,5,47
JMAN778,14-08-2023,20-08-2023,PROJ60552,2,1,8,4,1,10,8,4,3,9,50
JMAN778,14-08-2023,20-08-2023,PROJ60552,2,7,3,6,3,1,10,3,1,10,46
JMAN726,10-04-2023,16-04-2023,PROJ82332,6,1,8,2,1,1,1,9,5,7,41
JMAN726,10-04-2023,16-04-2023,PROJ82332,9,9,10,5,9,8,1,9,5,3,68
JMAN726,10-04-2023,16-04-2023,PROJ82332,2,6,10,3,4,4,6,5,8,6,54
JMAN726,10-04-2023,16-04-2023,PROJ82332,3,5,1,9,4,8,8,10,10,8,66
JMAN726,10-04-2023,16-04-2023,PROJ82332,9,8,6,6,2,7,4,7,5,2,56
JMAN726,17-04-2023,23-04-2023,PROJ82332,9,2,2,7,3,9,1,10,1,9,53
JMAN726,17-04-2023,23-04-2023,PROJ82332,2,9,8,10,1,6,1,5,9,8,59
JMAN726,17-04-2023,23-04-2023,PROJ82332,1,3,4,2,5,5,9,8,5,8,50
JMAN726,17-04-2023,23-04-2023,PROJ82332,4,2,9,6,6,3,8,3,8,7,56
JMAN726,24-04-2023,30-04-2023,PROJ82332,8,4,3,9,7,10,8,7,10,7,73
JMAN726,24-04-2023,30-04-2023,PROJ82332,2,10,6,2,9,5,2,8,2,4,50
JMAN726,24-04-2023,30-04-2023,PROJ82332,6,7,4,8,2,2,2,2,10,9,52
JMAN726,01-05-2023,07-05-2023,PROJ82332,9,2,9,1,6,6,8,3,8,7,59
JMAN726,01-05-2023,07-05-2023,PROJ82332,7,9,10,5,2,4,5,5,10,4,61
JMAN726,01-05-2023,07-05-2023,PROJ82332,3,4,1,7,9,7,2,6,1,8,48
JMAN726,01-05-2023,07-05-2023,PROJ82332,3,8,10,9,8,7,7,5,7,6,70
JMAN726,08-05-2023,14-05-2023,PROJ82332,3,10,7,1,5,7,3,6,7,7,56
JMAN726,08-05-2023,14-05-2023,PROJ82332,7,10,4,7,1,5,1,2,10,1,48
JMAN726,08-05-2023,14-05-2023,PROJ82332,10,8,10,4,9,3,4,5,2,2,57
JMAN726,08-05-2023,14-05-2023,PROJ82332,4,3,2,10,10,2,10,3,5,4,53
JMAN726,08-05-2023,14-05-2023,PROJ82332,7,2,3,6,7,1,4,1,2,1,34
JMAN726,15-05-2023,21-05-2023,PROJ82332,10,3,9,10,7,3,7,7,2,9,67
JMAN726,15-05-2023,21-05-2023,PROJ82332,1,8,1,5,5,7,10,9,2,9,57
JMAN726,15-05-2023,21-05-2023,PROJ82332,3,4,10,4,7,3,7,4,7,7,56
JMAN726,15-05-2023,21-05-2023,PROJ82332,8,2,1,8,4,9,3,8,4,6,53
JMAN726,15-05-2023,21-05-2023,PROJ82332,7,8,8,8,5,8,3,2,2,6,57
JMAN726,22-05-2023,28-05-2023,PROJ82332,5,1,2,6,1,1,4,4,4,8,36
JMAN726,22-05-2023,28-05-2023,PROJ82332,3,5,6,10,3,5,8,7,5,6,58
JMAN726,22-05-2023,28-05-2023,PROJ82332,9,10,1,5,5,3,8,9,8,5,63
JMAN726,29-05-2023,04-06-2023,PROJ82332,8,4,2,3,2,3,3,10,6,5,46
JMAN726,29-05-2023,04-06-2023,PROJ82332,9,1,7,3,9,6,2,9,4,10,60
JMAN726,29-05-2023,04-06-2023,PROJ82332,9,5,9,7,2,7,6,5,10,2,62
JMAN726,29-05-2023,04-06-2023,PROJ82332,3,2,1,9,9,4,2,4,6,7,47
JMAN726,05-06-2023,11-06-2023,PROJ82332,8,6,7,9,10,1,10,8,8,5,72
JMAN726,05-06-2023,11-06-2023,PROJ82332,4,8,10,9,9,6,9,10,2,8,75
JMAN726,05-06-2023,11-06-2023,PROJ82332,3,4,5,9,3,8,9,7,8,3,59
JMAN726,05-06-2023,11-06-2023,PROJ82332,7,3,1,1,1,7,10,6,7,6,49
JMAN726,05-06-2023,11-06-2023,PROJ82332,7,10,2,2,6,1,9,7,10,7,61
JMAN771,03-07-2023,09-07-2023,PROJ56026,3,1,5,9,6,7,4,9,2,3,49
JMAN771,03-07-2023,09-07-2023,PROJ56026,1,1,10,6,1,1,1,6,7,10,44
JMAN771,10-07-2023,16-07-2023,PROJ56026,1,4,9,7,8,2,9,5,3,9,57
JMAN771,10-07-2023,16-07-2023,PROJ56026,9,4,4,9,4,7,10,6,7,1,61
JMAN771,10-07-2023,16-07-2023,PROJ56026,7,1,9,5,1,9,5,1,2,1,41
JMAN771,10-07-2023,16-07-2023,PROJ56026,10,1,2,9,4,6,7,6,6,3,54
JMAN771,17-07-2023,23-07-2023,PROJ56026,1,2,3,3,8,10,5,7,3,1,43
JMAN771,17-07-2023,23-07-2023,PROJ56026,6,7,7,9,1,6,3,8,6,3,56
JMAN771,24-07-2023,30-07-2023,PROJ56026,4,6,4,8,2,8,1,8,4,2,47
JMAN771,24-07-2023,30-07-2023,PROJ56026,4,3,2,7,4,1,9,2,9,6,47
JMAN771,31-07-2023,06-08-2023,PROJ56026,7,4,10,5,6,4,5,1,8,3,53
JMAN771,31-07-2023,06-08-2023,PROJ56026,3,6,8,4,2,7,9,6,3,6,54
JMAN771,31-07-2023,06-08-2023,PROJ56026,2,4,5,10,2,10,10,5,5,2,55
JMAN771,31-07-2023,06-08-2023,PROJ56026,6,2,3,6,3,4,6,10,9,9,58
JMAN771,07-08-2023,13-08-2023,PROJ56026,9,6,1,9,8,10,4,4,3,4,58
JMAN771,07-08-2023,13-08-2023,PROJ56026,2,2,1,10,4,2,10,2,3,4,40
JMAN771,14-08-2023,20-08-2023,PROJ56026,10,6,1,6,9,2,8,3,7,5,57
JMAN771,14-08-2023,20-08-2023,PROJ56026,6,7,6,9,4,1,10,10,7,1,61
JMAN771,14-08-2023,20-08-2023,PROJ56026,8,9,1,8,9,6,6,3,8,1,59
JMAN771,21-08-2023,27-08-2023,PROJ56026,8,8,4,8,5,6,10,2,7,8,66
JMAN771,21-08-2023,27-08-2023,PROJ56026,10,2,8,8,7,2,2,8,2,4,53
JMAN771,21-08-2023,27-08-2023,PROJ56026,1,8,5,10,8,7,10,10,4,8,71
JMAN771,21-08-2023,27-08-2023,PROJ56026,5,4,3,9,2,9,8,10,4,1,55
JMAN771,28-08-2023,03-09-2023,PROJ56026,1,2,6,5,7,2,6,10,1,10,50
JMAN771,28-08-2023,03-09-2023,PROJ56026,7,7,2,1,9,9,9,4,4,2,54
JMAN771,28-08-2023,03-09-2023,PROJ56026,6,5,4,3,4,7,6,7,3,8,53
JMAN307,27-02-2023,05-03-2023,PROJ55471,4,6,2,8,4,9,7,8,9,10,67
JMAN307,27-02-2023,05-03-2023,PROJ55471,7,4,7,7,10,6,6,4,2,9,62
JMAN307,06-03-2023,12-03-2023,PROJ55471,2,7,2,6,7,6,4,7,3,3,47
JMAN307,06-03-2023,12-03-2023,PROJ55471,9,2,3,10,2,1,3,8,2,7,47
JMAN307,06-03-2023,12-03-2023,PROJ55471,7,5,7,2,1,4,2,5,9,9,51
JMAN307,13-03-2023,19-03-2023,PROJ55471,8,9,5,3,1,6,4,6,4,1,47
JMAN307,13-03-2023,19-03-2023,PROJ55471,9,5,2,4,10,2,6,3,8,9,58
JMAN307,13-03-2023,19-03-2023,PROJ55471,6,5,2,5,4,7,6,2,4,1,42
JMAN307,20-03-2023,26-03-2023,PROJ55471,5,7,8,7,1,7,1,8,5,5,54
JMAN307,20-03-2023,26-03-2023,PROJ55471,3,2,10,3,7,4,5,6,1,6,47
JMAN307,20-03-2023,26-03-2023,PROJ55471,3,5,9,3,4,9,5,2,7,4,51
JMAN307,27-03-2023,02-04-2023,PROJ55471,3,3,9,4,4,3,7,2,8,10,53
JMAN307,27-03-2023,02-04-2023,PROJ55471,7,1,6,6,10,9,6,8,1,6,60
JMAN307,03-04-2023,09-04-2023,PROJ55471,2,4,2,8,9,7,4,7,3,8,54
JMAN307,03-04-2023,09-04-2023,PROJ55471,2,8,6,6,3,4,9,1,2,3,44
JMAN307,03-04-2023,09-04-2023,PROJ55471,9,9,5,1,2,6,10,5,3,2,52
JMAN307,10-04-2023,16-04-2023,PROJ55471,6,4,7,1,2,5,2,4,6,2,39
JMAN307,10-04-2023,16-04-2023,PROJ55471,4,4,8,7,1,6,4,8,10,2,54
JMAN307,10-04-2023,16-04-2023,PROJ55471,6,9,7,4,8,8,8,10,8,4,72
JMAN307,17-04-2023,23-04-2023,PROJ55471,8,3,3,10,7,2,5,6,8,10,62
JMAN307,17-04-2023,23-04-2023,PROJ55471,8,4,2,4,5,8,4,7,2,2,46
JMAN307,17-04-2023,23-04-2023,PROJ55471,9,8,9,8,10,7,5,7,8,10,81
JMAN307,17-04-2023,23-04-2023,PROJ55471,6,5,7,3,3,4,7,10,5,10,60
JMAN307,17-04-2023,23-04-2023,PROJ55471,2,10,5,6,1,1,7,2,8,2,44
JMAN307,24-04-2023,30-04-2023,PROJ55471,10,2,10,8,10,5,3,6,10,3,67
JMAN307,24-04-2023,30-04-2023,PROJ55471,8,4,6,1,6,3,1,9,6,9,53
JMAN307,24-04-2023,30-04-2023,PROJ55471,10,6,10,9,6,7,3,4,5,5,65
JMAN307,24-04-2023,30-04-2023,PROJ55471,8,6,2,3,4,10,5,7,1,1,47
JMAN886,29-05-2023,04-06-2023,PROJ55471,3,4,9,1,5,5,2,7,3,1,40
JMAN886,29-05-2023,04-06-2023,PROJ55471,5,7,7,5,3,7,7,2,9,5,57
JMAN886,29-05-2023,04-06-2023,PROJ55471,6,10,8,1,10,5,1,7,4,2,54
JMAN886,05-06-2023,11-06-2023,PROJ55471,9,3,10,7,1,9,8,9,6,9,71
JMAN886,05-06-2023,11-06-2023,PROJ55471,1,3,10,1,3,2,6,1,2,3,32
JMAN886,05-06-2023,11-06-2023,PROJ55471,9,10,9,3,7,4,3,8,6,6,65
JMAN886,12-06-2023,18-06-2023,PROJ55471,5,3,8,10,9,9,6,10,3,9,72
JMAN886,12-06-2023,18-06-2023,PROJ55471,10,9,2,9,10,10,5,3,3,3,64
JMAN886,12-06-2023,18-06-2023,PROJ55471,2,1,1,9,1,10,3,4,2,8,41
JMAN886,12-06-2023,18-06-2023,PROJ55471,10,7,1,7,3,6,3,4,2,5,48
JMAN886,19-06-2023,25-06-2023,PROJ55471,2,5,9,2,2,3,8,6,3,2,42
JMAN886,19-06-2023,25-06-2023,PROJ55471,1,6,3,9,2,8,6,5,7,3,50
JMAN886,26-06-2023,02-07-2023,PROJ55471,6,9,2,6,9,5,9,3,5,1,55
JMAN886,26-06-2023,02-07-2023,PROJ55471,10,4,8,8,1,9,8,4,6,9,67
JMAN886,26-06-2023,02-07-2023,PROJ55471,9,4,8,1,10,6,1,6,4,1,50
JMAN886,03-07-2023,09-07-2023,PROJ55471,5,8,10,3,3,10,2,3,4,5,53
JMAN886,03-07-2023,09-07-2023,PROJ55471,2,10,3,3,6,7,10,3,1,10,55
JMAN886,10-07-2023,16-07-2023,PROJ55471,8,9,2,8,6,2,6,9,9,4,63
JMAN886,10-07-2023,16-07-2023,PROJ55471,7,6,9,6,8,6,6,7,6,7,68
JMAN886,10-07-2023,16-07-2023,PROJ55471,2,10,2,2,3,3,9,2,6,6,45
JMAN886,17-07-2023,23-07-2023,PROJ55471,4,5,10,4,3,3,4,7,10,3,53
JMAN886,17-07-2023,23-07-2023,PROJ55471,5,3,10,3,9,2,10,6,10,3,61
JMAN886,17-07-2023,23-07-2023,PROJ55471,5,1,5,9,8,1,8,9,6,9,61
JMAN886,17-07-2023,23-07-2023,PROJ55471,8,4,5,10,5,10,10,3,7,2,64
JMAN886,17-07-2023,23-07-2023,PROJ55471,9,2,2,7,8,5,1,5,5,10,54
JMAN886,24-07-2023,30-07-2023,PROJ55471,5,9,2,9,3,9,2,8,7,4,58
JMAN886,24-07-2023,30-07-2023,PROJ55471,6,6,6,3,9,1,8,5,2,9,55
JMAN886,24-07-2023,30-07-2023,PROJ55471,4,5,1,1,8,5,10,3,10,9,56
JMAN873,03-04-2023,09-04-2023,PROJ27248,2,4,5,8,4,1,4,4,2,8,42
JMAN873,03-04-2023,09-04-2023,PROJ27248,7,8,3,4,4,3,6,6,1,10,52
JMAN873,03-04-2023,09-04-2023,PROJ27248,4,7,1,10,6,3,8,5,10,2,56
JMAN873,10-04-2023,16-04-2023,PROJ27248,1,2,1,2,3,9,4,6,6,10,44
JMAN873,10-04-2023,16-04-2023,PROJ27248,3,9,7,6,3,4,8,1,1,6,48
JMAN873,10-04-2023,16-04-2023,PROJ27248,1,8,9,1,5,2,3,1,7,10,47
JMAN873,17-04-2023,23-04-2023,PROJ27248,5,1,5,8,8,7,3,6,8,2,53
JMAN873,17-04-2023,23-04-2023,PROJ27248,6,7,10,8,6,3,2,2,3,1,48
JMAN873,17-04-2023,23-04-2023,PROJ27248,1,1,1,3,5,7,6,2,2,4,32
JMAN873,17-04-2023,23-04-2023,PROJ27248,3,4,4,9,6,10,4,6,4,6,56
JMAN873,24-04-2023,30-04-2023,PROJ27248,9,3,4,10,7,9,7,3,5,3,60
JMAN873,24-04-2023,30-04-2023,PROJ27248,2,9,6,5,6,6,1,5,8,9,57
JMAN873,24-04-2023,30-04-2023,PROJ27248,3,5,7,2,10,6,6,1,3,7,50
JMAN873,24-04-2023,30-04-2023,PROJ27248,1,7,2,9,1,7,4,7,3,6,47
JMAN873,01-05-2023,07-05-2023,PROJ27248,1,5,9,6,8,1,9,4,5,3,51
JMAN873,01-05-2023,07-05-2023,PROJ27248,4,4,7,10,9,2,9,8,2,6,61
JMAN873,08-05-2023,14-05-2023,PROJ27248,9,7,2,9,6,3,1,5,6,4,52
JMAN873,08-05-2023,14-05-2023,PROJ27248,4,7,1,10,4,10,7,10,3,9,65
JMAN873,08-05-2023,14-05-2023,PROJ27248,3,9,3,5,9,8,9,6,4,2,58
JMAN873,08-05-2023,14-05-2023,PROJ27248,9,7,3,9,3,4,2,4,5,9,55
JMAN873,08-05-2023,14-05-2023,PROJ27248,3,10,10,1,1,3,3,2,1,3,37
JMAN873,15-05-2023,21-05-2023,PROJ27248,8,1,6,3,4,4,6,8,3,1,44
JMAN873,15-05-2023,21-05-2023,PROJ27248,8,5,1,3,4,4,3,3,3,3,37
JMAN873,15-05-2023,21-05-2023,PROJ27248,3,5,1,9,3,8,2,9,10,3,53
JMAN873,15-05-2023,21-05-2023,PROJ27248,9,10,4,3,4,8,8,5,3,9,63
JMAN873,22-05-2023,28-05-2023,PROJ27248,7,4,10,1,4,10,10,10,10,1,67
JMAN873,22-05-2023,28-05-2023,PROJ27248,1,7,10,6,7,4,1,4,9,5,54
JMAN873,22-05-2023,28-05-2023,PROJ27248,2,7,5,6,5,1,6,6,8,5,51
JMAN873,29-05-2023,04-06-2023,PROJ27248,10,5,9,9,2,2,2,8,4,9,60
JMAN873,29-05-2023,04-06-2023,PROJ27248,9,8,6,4,7,6,7,1,8,2,58
JMAN873,29-05-2023,04-06-2023,PROJ27248,5,7,6,6,1,4,4,6,6,10,55
JMAN873,29-05-2023,04-06-2023,PROJ27248,3,7,4,2,7,6,7,7,5,2,50
JMAN631,26-06-2023,02-07-2023,PROJ37409,1,6,7,9,3,3,2,10,8,10,59
JMAN631,26-06-2023,02-07-2023,PROJ37409,8,4,9,4,2,8,9,2,9,6,61
JMAN631,26-06-2023,02-07-2023,PROJ37409,2,5,9,10,2,1,10,6,9,4,58
JMAN631,03-07-2023,09-07-2023,PROJ55471,2,6,1,7,8,8,6,3,7,4,52
JMAN631,03-07-2023,09-07-2023,PROJ37409,6,8,8,8,2,3,2,2,1,3,43
JMAN631,03-07-2023,09-07-2023,PROJ37409,5,4,7,2,10,10,5,6,6,10,65
JMAN631,03-07-2023,09-07-2023,PROJ37409,5,4,5,4,3,1,3,6,7,10,48
JMAN631,10-07-2023,16-07-2023,PROJ55471,5,9,2,3,1,9,1,8,1,8,47
JMAN631,10-07-2023,16-07-2023,PROJ37409,8,9,3,5,6,5,1,4,8,1,50
JMAN631,10-07-2023,16-07-2023,PROJ37409,4,9,2,3,4,1,10,10,5,3,51
JMAN631,10-07-2023,16-07-2023,PROJ55471,7,4,9,10,8,6,4,9,10,9,76
JMAN631,17-07-2023,23-07-2023,PROJ37409,5,8,5,3,1,5,5,8,4,4,48
JMAN631,17-07-2023,23-07-2023,PROJ55471,1,8,3,8,3,10,4,3,8,7,55
JMAN631,17-07-2023,23-07-2023,PROJ55471,6,4,1,4,6,9,10,3,9,10,62
JMAN631,24-07-2023,30-07-2023,PROJ55471,5,6,1,5,8,3,8,9,2,1,48
JMAN631,24-07-2023,30-07-2023,PROJ55471,9,10,3,1,2,2,7,5,3,9,51
JMAN631,24-07-2023,30-07-2023,PROJ55471,5,10,3,6,9,10,1,6,5,10,65
JMAN631,24-07-2023,30-07-2023,PROJ37409,1,7,5,5,5,6,3,8,9,2,51
JMAN631,24-07-2023,30-07-2023,PROJ37409,8,6,8,5,5,6,5,2,6,9,60
JMAN631,31-07-2023,06-08-2023,PROJ55471,5,2,5,4,1,7,5,5,3,9,46
JMAN631,31-07-2023,06-08-2023,PROJ37409,2,8,9,6,9,1,5,6,7,1,54
JMAN631,31-07-2023,06-08-2023,PROJ55471,9,10,6,7,7,6,7,10,5,3,70
JMAN631,31-07-2023,06-08-2023,PROJ37409,8,7,6,7,7,4,1,10,7,8,65
JMAN631,07-08-2023,13-08-2023,PROJ55471,6,6,10,9,4,2,10,3,9,6,65
JMAN631,07-08-2023,13-08-2023,PROJ55471,1,8,7,10,7,2,6,5,6,5,57
JMAN631,07-08-2023,13-08-2023,PROJ37409,2,9,4,1,9,6,6,1,6,9,53
JMAN631,07-08-2023,13-08-2023,PROJ55471,5,4,9,5,10,6,6,9,6,9,69
JMAN631,07-08-2023,13-08-2023,PROJ55471,7,10,2,4,4,7,5,4,6,2,51
JMAN631,14-08-2023,20-08-2023,PROJ55471,7,1,5,8,7,5,7,2,8,6,56
JMAN631,14-08-2023,20-08-2023,PROJ37409,4,8,6,9,8,2,1,6,7,5,56
JMAN631,14-08-2023,20-08-2023,PROJ37409,7,7,8,7,4,7,1,3,3,9,56
JMAN631,14-08-2023,20-08-2023,PROJ55471,10,9,1,3,6,3,3,2,2,4,43
JMAN631,21-08-2023,27-08-2023,PROJ37409,9,7,8,3,7,3,3,5,9,1,55
JMAN631,21-08-2023,27-08-2023,PROJ55471,6,4,10,10,2,6,2,10,3,3,56
JMAN631,21-08-2023,27-08-2023,PROJ55471,1,7,1,1,8,9,4,4,8,3,46
JMAN631,21-08-2023,27-08-2023,PROJ55471,1,4,3,4,10,4,9,9,5,5,54
JMAN453,03-04-2023,09-04-2023,PROJ32405,1,2,1,7,1,6,2,3,3,5,31
JMAN453,03-04-2023,09-04-2023,PROJ32405,10,9,9,6,8,9,5,8,5,4,73
JMAN453,03-04-2023,09-04-2023,PROJ32405,4,1,4,2,1,9,4,9,3,7,44
JMAN453,10-04-2023,16-04-2023,PROJ32405,6,8,1,7,9,8,3,8,1,1,52
JMAN453,10-04-2023,16-04-2023,PROJ32405,1,4,1,9,7,10,10,10,9,10,71
JMAN453,10-04-2023,16-04-2023,PROJ32405,8,10,4,8,9,8,7,5,10,10,79
JMAN453,10-04-2023,16-04-2023,PROJ32405,3,2,6,4,1,9,10,1,3,10,49
JMAN453,10-04-2023,16-04-2023,PROJ32405,10,1,5,8,3,3,3,5,7,3,48
JMAN453,17-04-2023,23-04-2023,PROJ32405,3,2,1,6,5,10,9,8,7,6,57
JMAN453,17-04-2023,23-04-2023,PROJ32405,10,9,6,3,3,8,4,4,4,6,57
JMAN453,24-04-2023,30-04-2023,PROJ32405,9,7,5,7,4,10,2,9,10,2,65
JMAN453,24-04-2023,30-04-2023,PROJ32405,10,9,7,3,6,6,9,9,4,2,65
JMAN453,01-05-2023,07-05-2023,PROJ32405,10,7,1,4,4,7,2,3,3,5,46
JMAN453,01-05-2023,07-05-2023,PROJ32405,5,9,3,8,9,10,3,3,4,9,63
JMAN453,01-05-2023,07-05-2023,PROJ32405,4,8,1,4,7,4,9,6,7,8,58
JMAN453,08-05-2023,14-05-2023,PROJ32405,7,5,9,3,4,5,8,3,10,7,61
JMAN453,08-05-2023,14-05-2023,PROJ32405,8,1,10,5,2,3,6,7,10,4,56
JMAN453,08-05-2023,14-05-2023,PROJ32405,7,3,5,7,1,10,7,2,7,1,50
